SEQ_NAME	START	END	STRAND	FEATURE_NAME	TXN_START	TXN_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
chr0G	839042	839101	+	CAGL0G08800g, CAGL0G08822g	839042	839101	1	839042	839101
chr0D	67103	67162	+	CAGL0D00528g	67103	67162	1	67103	67162
chr0B	293368	293427	+	CAGL0B02970g, CAGL0B02992g	293368	293427	1	293368	293427
chr0L	1035680	1035739	+	CAGL0L09669g	1035680	1035739	1	1035680	1035739
chr0L	1139870	1139929	+	CAGL0L10670g	1139870	1139929	1	1139870	1139929
chr0E	556101	556160	+	CAGL0E05610g, CAGL0E05632g	556101	556160	1	556101	556160
chr0J	583635	583694	+	CAGL0J06160g, CAGL0J06182g	583635	583694	1	583635	583694
chr0G	355893	355952	+	CAGL0G03707g	355893	355952	1	355893	355952
chr0H	781218	781277	+	CAGL0H07997g, CAGL0H08019g	781218	781277	1	781218	781277
chr0F	218994	219053	+	CAGL0F02167g, CAGL0F02189r	218994	219053	1	218994	219053
chr0J	177328	177387	+	CAGL0J01848g	177328	177387	1	177328	177387
chr0A	211178	211237	+	CAGL0A02046g	211178	211237	1	211178	211237
chr0F	343467	343526	+	CAGL0F03465g, CAGL0F03487g	343467	343526	1	343467	343526
chr0G	832324	832383	+	CAGL0G08756g	832324	832383	1	832324	832383
chr0H	202160	202219	+	CAGL0H02233g, CAGL0H02255g	202160	202219	1	202160	202219
chr0F	7710	7769	+	CAGL0F00165g, CAGL0F00187g	7710	7769	1	7710	7769
chr0J	354235	354294	+	CAGL0J03718g	354235	354294	1	354235	354294
chr0J	872432	872491	+	CAGL0J08844g	872432	872491	1	872432	872491
chr0A	407402	407461	+	CAGL0A04147g	407402	407461	1	407402	407461
chr0M	1262414	1262473	+	CAGL0M12815g	1262414	1262473	1	1262414	1262473
chr0K	1217630	1217689	+	CAGL0K12474g	1217630	1217689	1	1217630	1217689
chr0K	323985	324044	+	CAGL0K03487g	323985	324044	1	323985	324044
chr0J	428388	428447	+	CAGL0J04532g	428388	428447	1	428388	428447
chr0K	304533	304592	+	CAGL0K03333g	304533	304592	1	304533	304592
chr0E	482995	483054	+	CAGL0E04972g, CAGL0E04994g	482995	483054	1	482995	483054
chr0M	962795	962854	+	CAGL0M09691g	962795	962854	1	962795	962854
chr0M	956908	956967	+	CAGL0M09636g	956908	956967	1	956908	956967
chr0C	231894	231953	+	CAGL0C02277g	231894	231953	1	231894	231953
chr0G	422066	422125	+	CAGL0G04433g	422066	422125	1	422066	422125
chr0B	64686	64745	+	CAGL0B00726g	64686	64745	1	64686	64745
chr0F	104397	104456	+	CAGL0F00957g	104397	104456	1	104397	104456
chr0I	1073085	1073144	+	CAGL0I10989g	1073085	1073144	1	1073085	1073144
chr0M	507759	507818	+	CAGL0M04653g	507759	507818	1	507759	507818
chr0M	148986	149045	+	CAGL0M01320g	148986	149045	1	148986	149045
chr0L	1409827	1409886	+	CAGL0L13178g, CAGL0L13200g	1409827	1409886	1	1409827	1409886
chr0C	134532	134591	+	CAGL0C01265g, CAGL0C01287g	134532	134591	1	134532	134591
chr0K	652415	652474	+	CAGL0K06677g, CAGL0K06699g	652415	652474	1	652415	652474
chr0D	533017	533076	+	CAGL0D05566g, CAGL0D05588g	533017	533076	1	533017	533076
chr0L	1402297	1402356	+	CAGL0L13112g	1402297	1402356	1	1402297	1402356
chr0B	410653	410712	+	CAGL0B04191g, CAGL0B04213g	410653	410712	1	410653	410712
chr0D	389959	390018	+	CAGL0D03894g	389959	390018	1	389959	390018
chr0L	781345	781404	+	CAGL0L06952g	781345	781404	1	781345	781404
chr0K	399479	399538	+	CAGL0K04279g, CAGL0K04301g	399479	399538	1	399479	399538
chr0G	278469	278528	+	CAGL0G03003g	278469	278528	1	278469	278528
chr0B	314794	314853	+	CAGL0B03223g	314794	314853	1	314794	314853
chr0H	570488	570547	+	CAGL0H05753g	570488	570547	1	570488	570547
chr0I	318091	318150	+	CAGL0I03718g	318091	318150	1	318091	318150
chr0D	84495	84554	+	CAGL0D00638g, CAGL0D00660g	84495	84554	1	84495	84554
chr0E	467848	467907	+	CAGL0E04862g	467848	467907	1	467848	467907
chr0I	983580	983639	+	CAGL0I10197g, CAGL0I10219g	983580	983639	1	983580	983639
chr0H	405008	405067	+	CAGL0H04235g, CAGL0H04257g	405008	405067	1	405008	405067
chr0A	338156	338215	+	CAGL0A03344g, CAGL0A03366g	338156	338215	1	338156	338215
chr0I	888757	888816	+	CAGL0I09174g	888757	888816	1	888757	888816
chr0C	481906	481965	+	CAGL0C05071g, CAGL0C05093g	481906	481965	1	481906	481965
chr0K	556684	556743	+	CAGL0K05709g	556684	556743	1	556684	556743
chr0H	286179	286238	+	CAGL0H03047g	286179	286238	1	286179	286238
chr0A	282105	282164	+	CAGL0A02651g, CAGL0A02673g	282105	282164	1	282105	282164
chr0B	226526	226585	+	CAGL0B02365g	226526	226585	1	226526	226585
chr0J	528334	528393	+	CAGL0J05566g	528334	528393	1	528334	528393
chr0B	31143	31202	+	CAGL0B00418g, CAGL0B00440g	31143	31202	1	31143	31202
chr0K	881808	881867	+	CAGL0K08756g	881808	881867	1	881808	881867
chr0H	806853	806912	+	CAGL0H08217g	806853	806912	1	806853	806912
chr0I	837687	837746	+	CAGL0I08591g	837687	837746	1	837687	837746
chr0J	807781	807840	+	CAGL0J08206g	807781	807840	1	807781	807840
chr0A	144224	144283	+	CAGL0A01430g	144224	144283	1	144224	144283
chr0L	1133020	1133079	+	CAGL0L10604g	1133020	1133079	1	1133020	1133079
chr0K	340910	340969	+	CAGL0K03707g	340910	340969	1	340910	340969
chr0K	1193375	1193434	+	CAGL0K12188g, CAGL0K12210g	1193375	1193434	1	1193375	1193434
chr0J	411997	412056	+	CAGL0J04378g	411997	412056	1	411997	412056
chr0D	345617	345676	+	CAGL0D03344g	345617	345676	1	345617	345676
chr0B	20681	20740	+	CAGL0B00330g	20681	20740	1	20681	20740
chr0M	841619	841678	+	CAGL0M08448g	841619	841678	1	841619	841678
chr0C	90097	90156	+	CAGL0C00869g, CAGL0C00968g	90097	90156	1	90097	90156
chr0G	170789	170848	+	CAGL0G01903g	170789	170848	1	170789	170848
chr0E	78008	78067	+	CAGL0E00847g	78008	78067	1	78008	78067
chr0H	35213	35272	+	CAGL0H00374g	35213	35272	1	35213	35272
chr0L	865144	865203	+	CAGL0L07854g	865144	865203	1	865144	865203
chr0L	672428	672487	+	CAGL0L06006g	672428	672487	1	672428	672487
chr0J	372587	372646	+	CAGL0J03938g	372587	372646	1	372587	372646
chr0I	1012636	1012695	+	CAGL0I10362g	1012636	1012695	1	1012636	1012695
chr0K	801092	801151	+	CAGL0K08052g, CAGL0K08074g	801092	801151	1	801092	801151
chr0J	870873	870932	+	CAGL0J08822g	870873	870932	1	870873	870932
chr0M	255203	255262	+	CAGL0M02123g	255203	255262	1	255203	255262
chr0J	860986	861045	+	CAGL0J08734g	860986	861045	1	860986	861045
chr0K	284675	284734	+	CAGL0K03069g	284675	284734	1	284675	284734
chr0D	304943	305002	+	CAGL0D02904g	304943	305002	1	304943	305002
chr0F	413383	413442	+	CAGL0F04147g, CAGL0F04169g	413383	413442	1	413383	413442
chr0L	1004676	1004735	+	CAGL0L09273g	1004676	1004735	1	1004676	1004735
chr0D	587779	587838	+	CAGL0D06226g	587779	587838	1	587779	587838
chr0K	1188814	1188873	+	CAGL0K12166g	1188814	1188873	1	1188814	1188873
chr0D	414750	414809	+	CAGL0D04202g	414750	414809	1	414750	414809
chr0L	884882	884941	+	CAGL0L08096g	884882	884941	1	884882	884941
chr0L	1029847	1029906	+	CAGL0L09603g	1029847	1029906	1	1029847	1029906
chr0F	46507	46566	+	CAGL0F00495g	46507	46566	1	46507	46566
chr0K	655932	655991	+	CAGL0K06721g	655932	655991	1	655932	655991
chr0E	672122	672181	+	CAGL0E06666g	672122	672181	1	672122	672181
chr0C	400844	400903	+	CAGL0C04048g	400844	400903	1	400844	400903
chr0E	35381	35440	+	CAGL0E00429g	35381	35440	1	35381	35440
chr0I	865812	865871	+	CAGL0I08899g	865812	865871	1	865812	865871
chr0B	221297	221356	+	CAGL0B02321g	221297	221356	1	221297	221356
chr0J	1073996	1074055	+	CAGL0J11044g	1073996	1074055	1	1073996	1074055
chr0M	1249840	1249899	+	CAGL0M12639g	1249840	1249899	1	1249840	1249899
chr0C	466899	466958	+	CAGL0C04983g, CAGL0C05005g	466899	466958	1	466899	466958
chr0L	19562	19621	+	CAGL0L00198g	19562	19621	1	19562	19621
chr0H	381054	381113	+	CAGL0H04037g	381054	381113	1	381054	381113
chr0C	356307	356366	+	CAGL0C03575g	356307	356366	1	356307	356366
chr0H	865671	865730	+	CAGL0H08866g	865671	865730	1	865671	865730
chr0K	944673	944732	+	CAGL0K09614g	944673	944732	1	944673	944732
chr0M	414161	414220	+	CAGL0M03685g	414161	414220	1	414161	414220
chr0J	331605	331664	+	CAGL0J03454g, CAGL0J03476g	331605	331664	1	331605	331664
chr0J	968255	968314	+	CAGL0J09900g, CAGL0J09922g	968255	968314	1	968255	968314
chr0K	116241	116300	+	CAGL0K01243g	116241	116300	1	116241	116300
chr0M	1314376	1314435	+	CAGL0M13365g	1314376	1314435	1	1314376	1314435
chr0L	824179	824238	+	CAGL0L07480g, CAGL0L07502g	824179	824238	1	824179	824238
chr0I	287451	287510	+	CAGL0I03344g, CAGL0I03366g	287451	287510	1	287451	287510
chr0I	889441	889500	+	CAGL0I09196g	889441	889500	1	889441	889500
chr0G	779671	779730	+	CAGL0G08217g	779671	779730	1	779671	779730
chr0H	975856	975915	+	CAGL0H09988g, CAGL0H10010g	975856	975915	1	975856	975915
chr0M	311794	311853	+	CAGL0M02739g	311794	311853	1	311794	311853
chr0C	453339	453398	+	CAGL0C04873g	453339	453398	1	453339	453398
chr0A	154150	154209	+	CAGL0A01584g	154150	154209	1	154150	154209
chr0E	152786	152845	+	CAGL0E01595g	152786	152845	1	152786	152845
chr0L	1416465	1416524	+	CAGL0L13266g	1416465	1416524	1	1416465	1416524
chr0K	873344	873403	+	CAGL0K08646g, CAGL0K08668g	873344	873403	1	873344	873403
chr0G	523284	523343	+	CAGL0G05511g	523284	523343	1	523284	523343
chr0I	1026796	1026855	+	CAGL0I10472g, CAGL0I10494g	1026796	1026855	1	1026796	1026855
chr0J	1177619	1177678	+	CAGL0J11968g, CAGL0J11990g	1177619	1177678	1	1177619	1177678
chr0D	265019	265078	+	CAGL0D02574g	265019	265078	1	265019	265078
chr0G	952442	952501	+	CAGL0G09977g	952442	952501	1	952442	952501
chr0E	425665	425724	+	CAGL0E04422g, CAGL0E04444g	425665	425724	1	425665	425724
chr0J	527239	527298	+	CAGL0J05544g	527239	527298	1	527239	527298
chr0M	404318	404377	+	CAGL0M03575g	404318	404377	1	404318	404377
chr0L	739916	739975	+	CAGL0L06578g	739916	739975	1	739916	739975
chr0F	69856	69915	+	CAGL0F00627g, CAGL0F00649g	69856	69915	1	69856	69915
chr0J	337871	337930	+	CAGL0J03542g, CAGL0J03564g	337871	337930	1	337871	337930
chr0F	159222	159281	+	CAGL0F01551g, CAGL0F01573g	159222	159281	1	159222	159281
chr0J	1052036	1052095	+	CAGL0J10780g	1052036	1052095	1	1052036	1052095
chr0D	199875	199934	+	CAGL0D01892g	199875	199934	1	199875	199934
chr0J	723777	723836	+	CAGL0J07480g, CAGL0J07502g	723777	723836	1	723777	723836
chr0J	190612	190671	+	CAGL0J01936g	190612	190671	1	190612	190671
chr0G	112082	112141	+	CAGL0G01166g	112082	112141	1	112082	112141
chr0H	843220	843279	+	CAGL0H08580g, CAGL0H08602g	843220	843279	1	843220	843279
chr0D	265582	265641	+	CAGL0D02574g	265582	265641	1	265582	265641
chr0A	424447	424506	+	CAGL0A04323g	424447	424506	1	424447	424506
chr0H	589595	589654	+	CAGL0H06017g	589595	589654	1	589595	589654
chr0J	933555	933614	+	CAGL0J09526g	933555	933614	1	933555	933614
chr0G	471618	471677	+	CAGL0G04917g	471618	471677	1	471618	471677
chr0K	1285234	1285293	+	CAGL0K12980g	1285234	1285293	1	1285234	1285293
chr0J	877147	877206	+	CAGL0J08910g	877147	877206	1	877147	877206
chr0G	642145	642204	+	CAGL0G06688g	642145	642204	1	642145	642204
chr0K	591836	591895	+	CAGL0K06061g, CAGL0K06083g	591836	591895	1	591836	591895
chr0J	358480	358539	+	CAGL0J03762g	358480	358539	1	358480	358539
chr0D	264066	264125	+	CAGL0D02574g	264066	264125	1	264066	264125
chr0C	335124	335183	+	CAGL0C03311g, CAGL0C03333g	335124	335183	1	335124	335183
chr0J	846122	846181	+	CAGL0J08547g, CAGL0J08569g	846122	846181	1	846122	846181
chr0E	155200	155259	+	CAGL0E01617g	155200	155259	1	155200	155259
chr0J	441792	441851	+	CAGL0J04642g	441792	441851	1	441792	441851
chr0M	363854	363913	+	CAGL0M03179g	363854	363913	1	363854	363913
chr0H	1006502	1006561	+	CAGL0H10318g	1006502	1006561	1	1006502	1006561
chr0K	1156388	1156447	+	CAGL0K11990g	1156388	1156447	1	1156388	1156447
chr0L	1036942	1037001	+	CAGL0L09669g	1036942	1037001	1	1036942	1037001
chr0M	1085929	1085988	+	CAGL0M10956g	1085929	1085988	1	1085929	1085988
chr0J	566365	566424	+	CAGL0J06028g	566365	566424	1	566365	566424
chr0D	625157	625216	+	CAGL0D06556g	625157	625216	1	625157	625216
chr0M	1269787	1269846	+	CAGL0M12859g	1269787	1269846	1	1269787	1269846
chr0B	447429	447488	+	CAGL0B04631g	447429	447488	1	447429	447488
chr0C	452251	452310	+	CAGL0C04851g	452251	452310	1	452251	452310
chr0L	1094435	1094494	+	CAGL0L10164g, CAGL0L10186g	1094435	1094494	1	1094435	1094494
chr0L	1178619	1178678	+	CAGL0L11066g, CAGL0L11088g	1178619	1178678	1	1178619	1178678
chr0E	483674	483733	+	CAGL0E04972g, CAGL0E04994g	483674	483733	1	483674	483733
chr0D	535206	535265	+	CAGL0D05610g	535206	535265	1	535206	535265
chr0G	516380	516439	+	CAGL0G05445g, CAGL0G05467g	516380	516439	1	516380	516439
chr0H	810651	810710	+	CAGL0H08261g	810651	810710	1	810651	810710
chr0A	404835	404894	+	CAGL0A04103g	404835	404894	1	404835	404894
chr0C	494037	494096	+	CAGL0C05159g	494037	494096	1	494037	494096
chr0L	1104538	1104597	+	CAGL0L10318g	1104538	1104597	1	1104538	1104597
chr0B	424281	424340	+	CAGL0B04323g, CAGL0B04345g	424281	424340	1	424281	424340
chr0L	1372298	1372357	+	CAGL0L12848g	1372298	1372357	1	1372298	1372357
chr0J	1138932	1138991	+	CAGL0J11704g	1138932	1138991	1	1138932	1138991
chr0J	612611	612670	+	CAGL0J06424g	612611	612670	1	612611	612670
chr0H	624912	624971	+	CAGL0H06325g, CAGL0H06347g	624912	624971	1	624912	624971
chr0L	1098546	1098605	+	CAGL0L10208g, CAGL0L10230g	1098546	1098605	1	1098546	1098605
chr0H	238164	238223	+	CAGL0H02629r, CAGL0H02651g	238164	238223	1	238164	238223
chr0H	301031	301090	+	CAGL0H03201g	301031	301090	1	301031	301090
chr0J	492437	492496	+	CAGL0J05170g, CAGL0J05192g	492437	492496	1	492437	492496
chr0J	211128	211187	+	CAGL0J02134g	211128	211187	1	211128	211187
chr0B	374011	374070	+	CAGL0B03773g	374011	374070	1	374011	374070
chr0C	336819	336878	+	CAGL0C03333g	336819	336878	1	336819	336878
chr0J	702127	702186	+	CAGL0J07282g	702127	702186	1	702127	702186
chr0E	176121	176180	+	CAGL0E01771g	176121	176180	1	176121	176180
chr0I	500879	500938	+	CAGL0I05280g	500879	500938	1	500879	500938
chr0M	85144	85203	+	CAGL0M00748g	85144	85203	1	85144	85203
chr0C	482478	482537	+	CAGL0C05093g	482478	482537	1	482478	482537
chr0G	723566	723625	+	CAGL0G07623g	723566	723625	1	723566	723625
chr0K	978791	978850	+	CAGL0K10010g	978791	978850	1	978791	978850
chr0L	1061362	1061421	+	CAGL0L09889g, CAGL0L09911g	1061362	1061421	1	1061362	1061421
chr0F	833825	833884	+	CAGL0F08349r, CAGL0F08371g	833825	833884	1	833825	833884
chr0I	808081	808140	+	CAGL0I08283g, CAGL0I08305g	808081	808140	1	808081	808140
chr0E	164851	164910	+	CAGL0E01661g, CAGL0E01683g	164851	164910	1	164851	164910
chr0A	153530	153589	+	CAGL0A01562g, CAGL0A01584g	153530	153589	1	153530	153589
chr0L	163722	163781	+	CAGL0L01485g	163722	163781	1	163722	163781
chr0H	986223	986282	+	CAGL0H10098g	986223	986282	1	986223	986282
chr0E	618159	618218	+	CAGL0E06138g, CAGL0E06160g	618159	618218	1	618159	618218
chr0L	840306	840365	+	CAGL0L07634g	840306	840365	1	840306	840365
chr0M	311489	311548	+	CAGL0M02739g	311489	311548	1	311489	311548
chr0M	726397	726456	+	CAGL0M07183g, CAGL0M07205g	726397	726456	1	726397	726456
chr0J	637610	637669	+	CAGL0J06666g, CAGL0J06688g	637610	637669	1	637610	637669
chr0M	1039332	1039391	+	CAGL0M10395g	1039332	1039391	1	1039332	1039391
chr0F	176883	176942	+	CAGL0F01771g	176883	176942	1	176883	176942
chr0D	144597	144656	+	CAGL0D01276g, CAGL0D01298g	144597	144656	1	144597	144656
chr0K	132555	132614	+	CAGL0K01507g	132555	132614	1	132555	132614
chr0G	452318	452377	+	CAGL0G04741g	452318	452377	1	452318	452377
chr0I	1013777	1013836	+	CAGL0I10362g	1013777	1013836	1	1013777	1013836
chr0C	94013	94072	+	CAGL0C00869g, CAGL0C00968g	94013	94072	1	94013	94072
chr0L	1166891	1166950	+	CAGL0L10912g, CAGL0L10934g	1166891	1166950	1	1166891	1166950
chr0H	12529	12588	+	CAGL0H00198g, CAGL0H00220g	12529	12588	1	12529	12588
chr0F	530063	530122	+	CAGL0F05203g	530063	530122	1	530063	530122
chr0G	783353	783412	+	CAGL0G08272g	783353	783412	1	783353	783412
chr0L	1239210	1239269	+	CAGL0L11616g	1239210	1239269	1	1239210	1239269
chr0G	269835	269894	+	CAGL0G02937g	269835	269894	1	269835	269894
chr0H	728568	728627	+	CAGL0H07447g	728568	728627	1	728568	728627
chr0J	361066	361125	+	CAGL0J03780, CAGL0J03806g	361066	361125	1	361066	361125
chr0B	501678	501737	+	CAGL0B05115g	501678	501737	1	501678	501737
chr0F	502088	502147	+	CAGL0F04917g, CAGL0F04939g	502088	502147	1	502088	502147
chr0L	1066576	1066635	+	CAGL0L09911g, CAGL0L09933g	1066576	1066635	1	1066576	1066635
chr0K	1280363	1280422	+	CAGL0K12936g, CAGL0K12958g	1280363	1280422	1	1280363	1280422
chr0M	883307	883366	+	CAGL0M08844g	883307	883366	1	883307	883366
chr0M	279274	279333	+	CAGL0M02365g	279274	279333	1	279274	279333
chr0I	150011	150070	+	CAGL0I01804g	150011	150070	1	150011	150070
chr0A	306421	306480	+	CAGL0A03014g	306421	306480	1	306421	306480
chr0D	466154	466213	+	CAGL0D04730g, CAGL0D04752g	466154	466213	1	466154	466213
chr0C	485223	485282	+	CAGL0C05115g	485223	485282	1	485223	485282
chr0G	437865	437924	+	CAGL0G04609g	437865	437924	1	437865	437924
chr0B	242364	242423	+	CAGL0B02541g	242364	242423	1	242364	242423
chr0H	497132	497191	+	CAGL0H05137g	497132	497191	1	497132	497191
chr0K	1112809	1112868	+	CAGL0K11440g, CAGL0K11462g	1112809	1112868	1	1112809	1112868
chr0F	822540	822599	+	CAGL0F08239g, CAGL0F08261g	822540	822599	1	822540	822599
chr0L	1054277	1054336	+	CAGL0L09845g, CAGL0L09867g	1054277	1054336	1	1054277	1054336
chr0E	108594	108653	+	CAGL0E01199g	108594	108653	1	108594	108653
chr0D	578819	578878	+	CAGL0D06138g	578819	578878	1	578819	578878
chr0B	261472	261531	+	CAGL0B02717g, CAGL0B02739g	261472	261531	1	261472	261531
chr0L	259868	259927	+	CAGL0L02233g, CAGL0L02255g	259868	259927	1	259868	259927
chr0H	977124	977183	+	CAGL0H10010g	977124	977183	1	977124	977183
chr0K	542930	542989	+	CAGL0K05555g	542930	542989	1	542930	542989
chr0J	64927	64986	+	CAGL0J00693g	64927	64986	1	64927	64986
chr0D	217702	217761	+	CAGL0D02112g	217702	217761	1	217702	217761
chr0M	1242437	1242496	+	CAGL0M12474g, CAGL0M12496g	1242437	1242496	1	1242437	1242496
chr0M	626343	626402	+	CAGL0M05951g	626343	626402	1	626343	626402
chr0K	834980	835039	+	CAGL0K08294g	834980	835039	1	834980	835039
chr0I	192146	192205	+	CAGL0I02222g	192146	192205	1	192146	192205
chr0G	50105	50164	+	CAGL0G00506g	50105	50164	1	50105	50164
chr0I	265114	265173	+	CAGL0I03080g	265114	265173	1	265114	265173
chr0D	346963	347022	+	CAGL0D03344g	346963	347022	1	346963	347022
chr0G	477542	477601	+	CAGL0G05005g, CAGL0G05027g	477542	477601	1	477542	477601
chr0J	210803	210862	+	CAGL0J02134g	210803	210862	1	210803	210862
chr0L	322726	322785	+	CAGL0L02761g, CAGL0L02783g	322726	322785	1	322726	322785
chr0M	1190319	1190378	+	CAGL0M11990g, CAGL0M12012g	1190319	1190378	1	1190319	1190378
chr0D	641750	641809	+	CAGL0D06688g, CAGL0D06710g	641750	641809	1	641750	641809
chr0K	1191512	1191571	+	CAGL0K12188g	1191512	1191571	1	1191512	1191571
chr0H	983420	983479	+	CAGL0H10076g	983420	983479	1	983420	983479
chr0L	705177	705236	+	CAGL0L06226g, CAGL0L06248g	705177	705236	1	705177	705236
chr0H	761341	761400	+	CAGL0H07799g, CAGL0H07821g	761341	761400	1	761341	761400
chr0K	60196	60255	+	CAGL0K00517g	60196	60255	1	60196	60255
chr0M	440291	440350	+	CAGL0M03927g	440291	440350	1	440291	440350
chr0K	733461	733520	+	CAGL0K07392g, CAGL0K07414g	733461	733520	1	733461	733520
chr0G	976994	977053	+	CAGL0G10153g, CAGL0G10175g	976994	977053	1	976994	977053
chr0F	735408	735467	+	CAGL0F07579g	735408	735467	1	735408	735467
chr0K	585636	585695	+	CAGL0K05995g, CAGL0K06017g	585636	585695	1	585636	585695
chr0D	596275	596334	+	CAGL0D06314g	596275	596334	1	596275	596334
chr0L	950946	951005	+	CAGL0L08712g	950946	951005	1	950946	951005
chr0L	579466	579525	+	CAGL0L05148g	579466	579525	1	579466	579525
chr0M	664959	665018	+	CAGL0M06413g	664959	665018	1	664959	665018
chr0B	392429	392488	+	CAGL0B03971g, CAGL0B03993g	392429	392488	1	392429	392488
chr0H	315760	315819	+	CAGL0H03377g, CAGL0H03399g	315760	315819	1	315760	315819
chr0K	355706	355765	+	CAGL0K03817g	355706	355765	1	355706	355765
chr0M	584560	584619	+	CAGL0M05467g	584560	584619	1	584560	584619
chr0A	280100	280159	+	CAGL0A02651g	280100	280159	1	280100	280159
chr0A	191451	191510	+	CAGL0A01914g	191451	191510	1	191451	191510
chr0D	603399	603458	+	CAGL0D06402g	603399	603458	1	603399	603458
chr0H	295206	295265	+	CAGL0H03113g	295206	295265	1	295206	295265
chr0H	821535	821594	+	CAGL0H08371g, CAGL0H08393g	821535	821594	1	821535	821594
chr0L	667859	667918	+	CAGL0L05984g, CAGL0L06006g	667859	667918	1	667859	667918
chr0M	902939	902998	+	CAGL0M09042g, CAGL0M09064g	902939	902998	1	902939	902998
chr0H	83098	83157	+	CAGL0H00847g	83098	83157	1	83098	83157
chr0K	1107142	1107201	+	CAGL0K11396g	1107142	1107201	1	1107142	1107201
chr0L	390203	390262	+	CAGL0L03432g	390203	390262	1	390203	390262
chr0L	155969	156028	+	CAGL0L01397g, CAGL0L01419g	155969	156028	1	155969	156028
chr0I	863791	863850	+	CAGL0I08899g	863791	863850	1	863791	863850
chr0M	772195	772254	+	CAGL0M07678g, CAGL0M07700g	772195	772254	1	772195	772254
chr0G	657370	657429	+	CAGL0G06864g, CAGL0G06886g	657370	657429	1	657370	657429
chr0L	918866	918925	+	CAGL0L08360g	918866	918925	1	918866	918925
chr0F	285038	285097	+	CAGL0F02937g	285038	285097	1	285038	285097
chr0J	438561	438620	+	CAGL0J04642g	438561	438620	1	438561	438620
chr0L	1268758	1268817	+	CAGL0L11836g	1268758	1268817	1	1268758	1268817
chr0D	122332	122391	+	CAGL0D01034g	122332	122391	1	122332	122391
chr0L	234438	234497	+	CAGL0L02013g	234438	234497	1	234438	234497
chr0I	605648	605707	+	CAGL0I06314g	605648	605707	1	605648	605707
chr0G	108296	108355	+	CAGL0G01144g	108296	108355	1	108296	108355
chr0K	453652	453711	+	CAGL0K04653g, CAGL0K04675g	453652	453711	1	453652	453711
chr0D	266800	266859	+	CAGL0D02596g	266800	266859	1	266800	266859
chr0K	439194	439253	+	CAGL0K04609g	439194	439253	1	439194	439253
chr0G	198065	198124	+	CAGL0G02211g, CAGL0G02233g	198065	198124	1	198065	198124
chr0H	522672	522731	+	CAGL0H05379g, CAGL0H05401g	522672	522731	1	522672	522731
chr0I	600540	600599	+	CAGL0I06248g	600540	600599	1	600540	600599
chr0K	395890	395949	+	CAGL0K04257g, CAGL0K04279g	395890	395949	1	395890	395949
chr0D	371301	371360	+	CAGL0D03674g	371301	371360	1	371301	371360
chr0D	550416	550475	+	CAGL0D05786g	550416	550475	1	550416	550475
