SEQ_NAME	START	END	REP1	REP2	REP3
chr0A	232001	232060	0.0539	0.0255	0.0216	
chr0A	232424	232483	0.1077	0.1498	0.0722	
chr0A	232670	232729	0.0825	0.0064	0.0704	
chr0A	232811	232870	0.1132	0.0655	0.0041	
chr0A	233164	233223	-0.052	-0.1174	-0.0515	
chr0A	233406	233465	0.1583	0.2169	-0.0094	
chr0A	233855	233914	0.0211	0.0423	-0.0177	
chr0A	23410	23469	0.0152	0.0022	-0.0875	
chr0A	234136	234195	0.0341	0.0486	0.0051	
chr0A	234317	234376	-0.0781	-0.0462	-0.051	
chr0A	234512	234571	-0.0984	-0.1494	-0.062	
chr0A	234951	235010	-0.036	-0.0694	-0.0879	
chr0A	235107	235166	-0.0104	0.031	0.0086	
chr0A	235527	235586	-0.1471	-0.1259	-0.1693	
chr0A	235667	235726	-0.1752	-0.1286	0.1564	
chr0A	23597	23656	-0.1097	-0.162	-0.2152	
chr0A	236181	236240	-0.1498	-0.1054	0.0493	
chr0A	236327	236386	-0.0882	0.0045	0.0155	
chr0A	236731	236790	-0.1078	-0.0665	-0.0261	
chr0A	236911	236970	-0.1674	-0.1305	0.0419	
chr0A	237181	237240	-0.1632	-0.1279	-0.2428	
chr0A	237418	237477	-0.0536	-0.0622	0.076	
chr0A	237859	237918	0.0652	0.0307	0.0262	
chr0A	238116	238175	0.0548	0.1285	-0.0391	
chr0A	238435	238494	-0.0825	-0.1292	-0.1126	
chr0A	238760	238819	-0.0066	-0.0258	-0.0751	
chr0A	238980	239039	0.0908	0.0743	-0.0146	
chr0A	239314	239373	-0.1249	-0.1374	-0.2228	
chr0A	239531	239590	-0.117	-0.1008	-0.0432	
chr0A	239751	239810	-0.1852	-0.1007	-0.1057	
chr0A	23998	24057	0.2695	0.3534	0.028	
chr0A	240420	240479	-0.0584	-0.0208	-0.0768	
chr0A	240867	240926	-0.096	-0.1339	-0.0999	
chr0A	241321	241380	-0.2174	-0.2347	-0.2369	
chr0A	241491	241550	-0.0561	-0.0891	-0.0019	
chr0A	24164	24223	-0.0433	-0.121	-0.1464	
chr0A	241843	241902	-0.0105	-0.0269	0.0299	
chr0A	242256	242315	-0.0143	0.025	-0.0692	
chr0A	242468	242527	0.1452	0.2163	-0.0169	
chr0A	242633	242692	0.0409	0.0615	-0.0236	
chr0A	242975	243034	0.0765	0.0223	-0.0946	
chr0A	243348	243407	-0.0545	-0.0773	-0.0795	
chr0A	243643	243702	0.0515	-0.0519	-0.0691	
chr0A	244002	244061	-0.0765	-0.0576	-0.0575	
chr0A	24440	24499	0.0035	0.0167	-0.0219	
chr0A	244555	244614	-0.0487	-0.08	0.007	
chr0A	244888	244947	0.0438	0.0211	0.0041	
chr0A	245002	245061	0.0202	0.1119	-0.0912	
chr0A	245409	245468	0.1873	0.2407	-0.0063	
chr0A	245590	245649	0.2004	0.1158	0.0496	
chr0A	245861	245920	0.0746	0.1911	-0.0291	
chr0A	246367	246426	0.1673	0.1738	0.0308	
chr0A	246589	246648	0.1677	0.2027	0.0281	
chr0A	246877	246936	0.0333	0.0411	0.0004	
chr0A	247058	247117	-0.0907	-0.0469	-0.0672	
chr0A	247374	247433	0.0741	0.0861	-0.0283	
chr0A	247624	247683	0.0393	0.0585	0.043	
chr0A	247981	248040	0.0975	0.0931	0.1266	
chr0A	248089	248148	0.1349	0.1778	0.0591	
chr0A	248365	248424	0.0339	0.0467	0.098	
chr0A	24868	24927	-0.0573	0.0383	-0.1221	
chr0A	248748	248807	0.1501	0.1061	0.1125	
chr0A	249002	249061	0.2637	0.2358	0.0863	
chr0A	249228	249287	0.3352	0.3931	0.0743	
chr0A	249766	249825	0.6379	0.4197	0.2574	
chr0A	249966	250025	0.4364	0.3559	0.2185	
chr0A	25	84	0.0551	-0.046	-0.0183	
chr0A	250257	250316	0.4045	0.2087	0.2675	
chr0A	250633	250692	0.3508	0.1935	0.1257	
chr0A	250814	250873	0.1894	0.1137	0.0112	
chr0A	251018	251077	-0.0584	-0.0291	-0.011	
chr0A	251368	251427	0.1268	0.0829	0.0308	
chr0A	25139	25198	-0.106	-0.0311	-0.1003	
chr0A	251573	251632	0.0142	0.0207	-0.0002	
chr0A	251983	252042	-0.0434	0.0464	-0.0102	
chr0A	2520	2579	0.0967	0.1483	0.053	
chr0A	252101	252160	-0.0957	0.0053	0.0167	
chr0A	252381	252440	-0.054	-0.0145	-0.0399	
chr0A	252784	252843	-0.0231	-0.0101	0.0741	
chr0A	252937	252996	-0.0237	-0.0227	-0.1105	
chr0A	253214	253273	-0.0103	-0.0567	-0.0009	
chr0A	253594	253653	-0.1592	-0.1789	-0.1148	
chr0A	253717	253776	-0.1151	-0.1627	-0.1643	
chr0A	25382	25441	-0.0657	-0.1043	-0.0582	
chr0A	254181	254240	0.0498	0.0802	0.0075	
chr0A	254295	254354	0.0967	0.1164	0.1025	
chr0A	254616	254675	-0.0116	0.0359	0.0409	
chr0A	255018	255077	-0.0862	-0.0674	-0.1032	
chr0A	255319	255378	0.1763	0.1333	0.0732	
chr0A	255401	255460	0.1897	0.1032	0.0187	
chr0A	255720	255779	0.0914	0.0197	0.1667	
chr0A	255977	256036	0.0467	-0.001	0.0037	
chr0A	256350	256409	-0.0865	0.0143	0.1222	
chr0A	256534	256593	-0.0977	-0.3282	0.0814	
chr0A	256731	256790	0.0266	0.0672	0.0243	
chr0A	257279	257338	0.139	0.1749	0.1468	
chr0A	257523	257582	0.1922	0.1405	0.1341	
chr0A	25753	25812	-0.0245	-0.1384	0.0182	
chr0A	257890	257949	0.0102	0.0235	0.0557	
chr0A	258235	258294	0.0226	0.0516	-0.0181	
chr0A	258424	258483	0.1036	0.0895	0.0929	
chr0A	258804	258863	0.2067	0.2121	0.0088	
chr0A	259013	259072	0.0796	0.1296	0.3836	
chr0A	259346	259405	0.262	0.227	0.0066	
chr0A	259681	259740	0.0641	0.1045	0.0912	
chr0A	25977	26036	0.1228	0.1297	-0.0241	
chr0A	259842	259901	0.1477	0.1569	0.1777	
chr0A	260051	260110	0.0631	0.2527	0.0877	
chr0A	260549	260608	0.1355	0.101	0.0332	
chr0A	260746	260805	0.073	0.1382	0.0563	
chr0A	261089	261148	0.0587	0.1811	0.129	
chr0A	261258	261317	0.1404	0.1954	-0.0155	
chr0A	261462	261521	0.2289	0.2783	0.1022	
chr0A	261784	261843	-0.048	0.069	0.1034	
chr0A	262167	262226	0.1342	0.1301	0.0648	
chr0A	262442	262501	0.1645	0.1975	0.0191	
chr0A	262566	262625	0.1398	0.1248	0.2157	
chr0A	262924	262983	0.058	0.0574	-0.0074	
chr0A	263196	263255	0.0795	0.0298	0.0188	
chr0A	263447	263506	-0.05	0.0141	-0.0527	
chr0A	26349	26408	0.0983	0.1451	0.0449	
chr0A	263758	263817	-0.0152	-0.0095	0.021	
chr0A	264049	264108	0.0737	0.1009	0.1348	
chr0A	264551	264610	0.0009	-0.0344	-0.0339	
chr0A	264971	265030	0.1096	0.089	-0.1115	
chr0A	265083	265142	-0.0642	-0.0881	-0.1207	
chr0A	26511	26570	-0.0212	-0.0086	-0.0222	
chr0A	265453	265512	0.0988	-0.0345	0.0273	
chr0A	265601	265660	0.1719	0.0416	0.0877	
chr0A	266017	266076	0.1607	0.2325	0.0111	
chr0A	266278	266337	0.1428	0.1001	0.004	
chr0A	266546	266605	0.0491	-0.03	0.0375	
chr0A	266792	266851	-0.1401	-0.2074	-0.035	
chr0A	266996	267055	0.2296	0.1338	0.0696	
chr0A	267311	267370	-0.1536	-0.1586	-0.0334	
chr0A	267595	267654	0.0247	-0.0503	0.0228	
chr0A	267924	267983	0.0648	0.0501	0.0966	
chr0A	26824	26883	-0.06	-0.0154	-0.0733	
chr0A	268318	268377	0.0258	-0.0189	-0.0951	
chr0A	268474	268533	0.0325	0.108	-0.0021	
chr0A	268912	268971	-0.067	-0.0416	-0.1033	
chr0A	269166	269225	-0.0235	0.0283	0.0712	
chr0A	269528	269587	-0.0384	-0.0257	0.0069	
chr0A	269712	269771	-0.0702	-0.0654	-0.0885	
chr0A	270125	270184	0.0764	0.2293	0.077	
chr0A	270205	270264	-0.0402	0.0597	0.0341	
chr0A	270577	270636	-0.1676	-0.1881	-0.0367	
chr0A	270921	270980	0.0682	0.1141	-0.0086	
chr0A	271278	271337	-0.0989	0.0252	0.031	
chr0A	271383	271442	-0.0958	-0.0708	0.0029	
chr0A	271854	271913	0.9462	1.0212	0.4006	
chr0A	27196	27255	0.0008	0.023	0.0304	
chr0A	2721	2780	0.1067	0.1991	0.1102	
chr0A	272155	272214	0.3014	0.2429	0.2179	
chr0A	272291	272350	0.1621	0.1541	0.1315	
chr0A	272576	272635	-0.0103	-0.0216	-0.1157	
chr0A	272985	273044	0.2248	0.0926	0.234	
chr0A	273249	273308	0.4008	0.3202	0.1057	
chr0A	273682	273741	0.1555	0.1712	0.0444	
chr0A	273948	274007	0.1959	0.1018	0.0508	
chr0A	274194	274253	0.0433	-0.0366	-0.0718	
chr0A	274473	274532	0.1126	0.2015	0.0714	
chr0A	274761	274820	0.0619	0.0588	0.0306	
chr0A	275073	275132	-0.0026	0.0769	-0.0291	
chr0A	275427	275486	0.0606	0.1111	0.0418	
chr0A	27543	27602	0.0506	0.0211	0.0484	
chr0A	275665	275724	0.1637	0.0668	0.0531	
chr0A	275923	275982	-0.0371	-0.0312	0.0003	
chr0A	276259	276318	-0.0006	0.0238	0.0054	
chr0A	276590	276649	0.1739	0.2552	0.1829	
chr0A	276858	276917	0.0695	0.0663	0.0856	
chr0A	277085	277144	0.1593	0.337	0.1704	
chr0A	27736	27795	0.0867	-0.029	0.0694	
chr0A	277432	277491	-0.0158	-0.0157	-0.0009	
chr0A	277661	277720	0.0266	0.0145	0.0319	
chr0A	277891	277950	0.0705	-0.0065	0.0209	
chr0A	278233	278292	-0.0248	-0.0018	-0.0232	
chr0A	278488	278547	0.0064	-0.0017	-0.0135	
chr0A	278711	278770	-0.001	-0.0024	-0.0558	
chr0A	278978	279037	0.1084	0.0767	-0.0147	
chr0A	279358	279417	0.0038	-0.0088	0.0413	
chr0A	279533	279592	0.0016	-0.0473	-0.1148	
chr0A	279980	280039	-0.1625	-0.0824	-0.049	
chr0A	280100	280159	-0.0802	0	-0.0195	
chr0A	280577	280636	-0.0869	-0.0299	0.002	
chr0A	280827	280886	0.1004	0.0406	0.0504	
chr0A	280992	281051	0.0755	0.0619	-0.0038	
chr0A	281460	281519	-0.0104	-0.0325	0.0733	
chr0A	28171	28230	0.0907	-0.0455	-0.0631	
chr0A	281729	281788	-0.0816	-0.0257	0.0365	
chr0A	282033	282092	-0.0874	-0.1733	-0.0278	
chr0A	282105	282164	0.0334	-0.0124	-0.137	
chr0A	282564	282623	0.3762	0.0565	0.0055	
chr0A	282636	282695	0.0456	0.0261	0.051	
chr0A	283003	283062	0.0522	0.0815	0	
chr0A	283325	283384	0.0032	-0.0248	0.0527	
chr0A	283617	283676	0.2144	0.2245	0.0063	
chr0A	283703	283762	0.134	0.1655	0.0577	
chr0A	284179	284238	-0.0347	-0.0391	0.0356	
chr0A	28428	28487	-0.1319	-0.1737	-0.1155	
chr0A	284422	284481	0.01	0.0292	0.0267	
chr0A	284728	284787	0.0422	0.1587	0.0508	
chr0A	285084	285143	0.0353	0.0967	0.1879	
chr0A	285332	285391	-0.0384	0.0042	0.0653	
chr0A	285672	285731	0.0971	0.0502	0.0984	
chr0A	285911	285970	-0.2458	-0.1987	-0.0062	
chr0A	286364	286423	-0.0767	-0.1171	0.1002	
chr0A	28643	28702	-0.0168	-0.0406	-0.0378	
chr0A	286611	286670	-0.2225	-0.175	-0.0251	
chr0A	286782	286841	-0.0383	-0.0009	0.0541	
chr0A	287031	287090	0.1623	0.1287	0.0961	
chr0A	287238	287297	0	0.1146	0.2101	
chr0A	287468	287527	0.0246	0.1164	0.0142	
chr0A	287799	287858	0.0564	0.0673	0.0214	
chr0A	288293	288352	-0.0188	0.0233	0.0411	
chr0A	288677	288736	-0.0903	-0.0443	-0.0866	
chr0A	288931	288990	0	0.0136	-0.0151	
chr0A	289068	289127	0.0875	0.0707	0.0187	
chr0A	28910	28969	0.059	0.0452	0.0345	
chr0A	289358	289417	0.0393	0.0151	0.0269	
chr0A	289565	289624	-0.0329	-0.0518	-0.0146	
chr0A	289876	289935	0.0845	0.0089	0.0456	
chr0A	290133	290192	0.0581	0.0152	-0.014	
chr0A	290498	290557	-0.0038	0.0724	0.0309	
chr0A	29068	29127	-0.0074	-0.0552	0.0422	
chr0A	290691	290750	-0.0436	0.0432	0.0449	
chr0A	290857	290916	0.0072	0.1008	0.0539	
chr0A	291170	291229	-0.0838	-0.0467	-0.0464	
chr0A	291514	291573	-0.1249	-0.1978	-0.1661	
chr0A	291841	291900	-0.0369	-0.0874	-0.0481	
chr0A	292069	292128	0.0817	0.0603	-0.0041	
chr0A	292177	292236	0.0929	0.0256	-0.0108	
chr0A	292579	292638	-0.1551	-0.0905	-0.0138	
chr0A	292780	292839	-0.1042	-0.1453	-0.1015	
chr0A	293318	293377	-0.0321	-0.0683	0	
chr0A	293676	293735	0.0291	0.0759	-0.0156	
chr0A	293852	293911	-0.0523	-0.0366	-0.0361	
chr0A	29410	29469	0.0291	0.0171	-0.0296	
chr0A	294195	294254	-0.0691	-0.1356	0.0012	
chr0A	294499	294558	-0.1974	-0.1734	-0.0378	
chr0A	294731	294790	-0.1578	-0.2245	-0.0947	
chr0A	294994	295053	0.0064	-0.0185	-0.1119	
chr0A	295274	295333	-0.0348	-0.1244	-0.0121	
chr0A	295403	295462	-0.0647	-0.1279	0.0119	
chr0A	295719	295778	-0.0614	-0.1758	-0.0589	
chr0A	296203	296262	-0.1064	-0.1137	-0.0491	
chr0A	296560	296619	-0.1676	-0.1399	-0.1434	
chr0A	296809	296868	-0.1059	-0.0634	0.0189	
chr0A	29685	29744	0.0923	0.0594	0.0094	
chr0A	297076	297135	-0.0397	-0.0132	-0.0327	
chr0A	297325	297384	-0.0272	-0.0737	-0.0303	
chr0A	297570	297629	0.6249	0.6737	0.1959	
chr0A	298115	298174	-0.1512	-0.1832	-0.16	
chr0A	298423	298482	-0.0859	-0.1334	-0.0125	
chr0A	298644	298703	-0.1111	-0.1429	-0.0099	
chr0A	299000	299059	-0.0281	-0.0843	-0.0717	
chr0A	299279	299338	-0.0101	-0.0581	-0.0316	
chr0A	299526	299585	-0.1802	-0.2225	-0.1738	
chr0A	299938	299997	-0.1408	-0.1335	-0.0835	
chr0A	30016	30075	-0.0807	-0.0043	-0.0318	
chr0A	300315	300374	-0.1464	-0.0937	-0.0297	
chr0A	300675	300734	-0.0756	-0.0217	-0.0086	
chr0A	300828	300887	-0.1314	-0.164	-0.0846	
chr0A	301185	301244	-0.0878	-0.1464	-0.1255	
chr0A	301407	301466	0.0883	0.0545	0.0077	
chr0A	301668	301727	-0.0757	-0.0318	-0.0223	
chr0A	302138	302197	-0.0213	-0.1001	-0.0223	
chr0A	302273	302332	0.0561	-0.023	-0.0569	
chr0A	302597	302656	-0.1182	-0.0793	0.1556	
chr0A	302732	302791	-0.027	0.0259	0.0182	
chr0A	30277	30336	0.0085	0.0574	0.0182	
chr0A	303220	303279	-0.1432	-0.0979	-0.1051	
chr0A	303605	303664	0.1877	0.148	0.002	
chr0A	303777	303836	-0.1292	-0.1488	-0.1126	
chr0A	304189	304248	-0.1269	-0.1175	-0.0571	
chr0A	304419	304478	-0.0627	-0.184	0.0393	
chr0A	304566	304625	-0.1227	-0.0962	-0.0258	
chr0A	305005	305064	-0.0893	-0.033	0.1587	
chr0A	305234	305293	0.0773	0.002	0.0687	
chr0A	305548	305607	-0.0217	-0.1358	-0.0194	
chr0A	305709	305768	0.0045	0.0755	0.0489	
chr0A	305964	306023	0.4462	0.4962	0.4292	
chr0A	306421	306480	-0.0117	0.0014	-0.0409	
chr0A	306748	306807	-0.113	-0.0149	-0.082	
chr0A	30693	30752	-0.0999	0.1296	0.0377	
chr0A	306953	307012	-0.1092	-0.0666	-0.0845	
chr0A	307222	307281	0.062	-0.0454	0.0273	
chr0A	307584	307643	-0.1229	-0.1615	-0.0363	
chr0A	307932	307991	0.0278	0.1451	-0.0605	
chr0A	30804	30863	0.0257	0.1889	-0.0666	
chr0A	308430	308489	0.0298	-0.0383	0.0226	
chr0A	308776	308835	0.0621	0.0879	-0.0448	
chr0A	309029	309088	0.276	0.1672	0.2016	
chr0A	309500	309559	0.1217	0.1141	0.1313	
chr0A	309752	309811	0.0536	0.0908	0.0802	
chr0A	309900	309959	0.0608	0.1128	0.0771	
chr0A	310193	310252	0.1486	0.1015	0.1668	
chr0A	3103	3162	0.0611	0.0833	0.3266	
chr0A	310562	310621	0.1207	0.2441	0.0752	
chr0A	310868	310927	0.0798	0.1888	0.0314	
chr0A	31125	31184	0.0731	0.1309	0.0853	
chr0A	311281	311340	0.0202	0.0181	-0.0065	
chr0A	311537	311596	0.1202	0.0557	0.0782	
chr0A	311802	311861	0.2985	0.2097	0.0682	
chr0A	312036	312095	0.2699	0.1809	0.0845	
chr0A	312305	312364	0.5843	0.5525	0.1801	
chr0A	312498	312557	0.322	0.1338	0.043	
chr0A	312766	312825	0.3069	0.2653	0.2712	
chr0A	312993	313052	0.3416	0.253	0.2922	
chr0A	313455	313514	0.0457	0.0564	0.1169	
chr0A	313556	313615	0.0564	-0.013	0.016	
chr0A	313886	313945	0.3095	0.2392	0.0923	
chr0A	314197	314256	0.2489	0.2015	0.0409	
chr0A	314587	314646	0.3299	0.2725	0.1024	
chr0A	314663	314722	0.283	0.2567	0.1798	
chr0A	31507	31566	0.0359	-0.0106	-0.0722	
chr0A	315119	315178	0.1658	0.1129	0.0927	
chr0A	315390	315449	0.18	0.2056	-0.017	
chr0A	315578	315637	0.2187	0.1174	0.0291	
chr0A	315867	315926	0.1349	0.0833	-0.0323	
chr0A	316076	316135	0.143	0.1506	0.0405	
chr0A	316436	316495	0.0122	0.0447	-0.0144	
chr0A	316645	316704	0.1688	0.1369	0.0432	
chr0A	316979	317038	0.1883	0.188	-0.0543	
chr0A	317217	317276	0.1791	0.1587	-0.0373	
chr0A	317483	317542	0.2326	0.1341	-0.0053	
chr0A	31765	31824	-0.062	0.0077	-0.0314	
chr0A	317738	317797	0.0733	0.0341	0.037	
chr0A	318048	318107	0.089	0.1573	-0.02	
chr0A	318423	318482	0.0948	0.033	0.0866	
chr0A	318805	318864	0.2879	0.1909	0.1811	
chr0A	319179	319238	0.1837	0.1183	-0.0722	
chr0A	319325	319384	0.1508	0.0117	-0.0345	
chr0A	319686	319745	-0.068	-0.1317	-0.2385	
chr0A	31978	32037	-0.0911	-0.1112	0.0263	
chr0A	320133	320192	0.2218	0.2647	0.0746	
chr0A	320334	320393	0.1332	0.247	0.06	
chr0A	320685	320744	0.0489	0.0388	0.0159	
chr0A	320915	320974	0.5034	0.4542	0.8498	
chr0A	321228	321287	0.0241	-0.0049	0.0113	
chr0A	321400	321459	0.0063	0.046	-0.0275	
chr0A	321744	321803	0.3008	0.1892	0.1594	
chr0A	321956	322015	0.1781	0.1614	-0.0109	
chr0A	322322	322381	0.3343	0.1918	0.08	
chr0A	322569	322628	0.306	0.1698	0.1027	
chr0A	322825	322884	0.2574	0.1716	0.1781	
chr0A	323148	323207	0.1534	0.2105	0.3192	
chr0A	32340	32399	-0.0428	-0.0118	-0.0106	
chr0A	323428	323487	0.1692	0.1119	0.0609	
chr0A	323628	323687	0.2024	0.1934	0.0465	
chr0A	323889	323948	0.2128	0.1797	0.0287	
chr0A	324332	324391	0.3134	0.2785	0.0855	
chr0A	324498	324557	0.1171	0.0866	0.0805	
chr0A	324800	324859	0.2426	0.3558	0.0554	
chr0A	325157	325216	0.2803	0.3471	0.059	
chr0A	325463	325522	0.2275	0.374	0.1508	
chr0A	32571	32630	-0.1331	-0.0595	-0.053	
chr0A	325731	325790	0.2872	0.4025	0.1527	
chr0A	326002	326061	0.1956	0.2721	-0.0051	
chr0A	326255	326314	0.1607	0.223	0.1171	
chr0A	326590	326649	0.2015	0.1158	-0.004	
chr0A	326668	326727	0.046	0.0056	-0.004	
chr0A	326903	326962	0.0557	-0.0993	-0.0138	
chr0A	327319	327378	-0.0011	0.1368	-0.006	
chr0A	327676	327735	0.0373	0.0712	-0.0466	
chr0A	327870	327929	0.0528	0.064	0.0513	
chr0A	3281	3340	0.1057	0.1851	0.1564	
chr0A	32827	32886	0.0504	0.04	0.0363	
chr0A	328300	328359	0.0452	0.088	-0.0324	
chr0A	328591	328650	0.0445	0.1247	0.0011	
chr0A	328786	328845	0.064	0.0718	-0.0308	
chr0A	329273	329332	0.138	0.0783	0.0976	
chr0A	329695	329754	0.101	0.1891	-0.0092	
chr0A	329906	329965	0.3868	0.3399	0.0271	
chr0A	330	389	0.064	0.0003	0.0655	
chr0A	330204	330263	0.236	0.207	0.0218	
chr0A	330541	330600	0.1512	0.1617	0.0805	
chr0A	330802	330861	0.3785	0.2699	0.1745	
chr0A	330927	330986	0.1748	0.2107	0.339	
chr0A	331195	331254	0.2165	0.1467	0.042	
chr0A	331576	331635	0.0606	0.0484	0.1188	
chr0A	33168	33227	-0.0239	0.0614	-0.0312	
chr0A	331791	331850	0.0926	0.0631	0.0918	
chr0A	332018	332077	0.0399	0.1055	0.3272	
chr0A	332430	332489	-0.0592	-0.0129	0.0239	
chr0A	332676	332735	-0.1	-0.0984	0.0249	
chr0A	332978	333037	-0.0375	-0.0993	-0.1598	
chr0A	333453	333512	-0.1556	-0.057	0.0248	
chr0A	333748	333807	-0.1191	-0.0194	-0.1265	
chr0A	333999	334058	-0.0542	0.0244	0.0166	
chr0A	334231	334290	-0.0471	-0.0514	-0.0041	
chr0A	33427	33486	0.1383	0.1553	0.0673	
chr0A	334539	334598	-0.0515	-0.044	-0.0108	
chr0A	334785	334844	-0.1019	-0.0614	-0.0315	
chr0A	335015	335074	-0.0212	-0.0779	0.0365	
chr0A	335364	335423	0.1058	0.0574	0.0135	
chr0A	335728	335787	0.0381	0.0036	-0.0237	
chr0A	336001	336060	0.0232	0.0096	-0.0301	
chr0A	336162	336221	-0.1059	-0.1863	-0.1435	
chr0A	336544	336603	-0.0859	-0.1641	-0.0763	
chr0A	336978	337037	0	-0.0604	0.01	
chr0A	337243	337302	0.0117	0.0331	-0.0105	
chr0A	337448	337507	0.129	0.1635	0.0826	
chr0A	33747	33806	0.0479	-0.0749	0.0144	
chr0A	337768	337827	-0.0597	-0.1506	-0.1084	
chr0A	338156	338215	0.0133	0.0401	0.0445	
chr0A	338335	338394	0.0096	0.0835	-0.0136	
chr0A	338652	338711	-0.0318	-0.008	-0.0363	
chr0A	339056	339115	0.0541	0.0042	-0.0982	
chr0A	339505	339564	0.0734	0.0966	-0.0059	
chr0A	339599	339658	0.1111	0.1246	0.1079	
chr0A	339928	339987	0.0485	0.1156	0.0408	
chr0A	340392	340451	0.1153	0.143	0.0973	
chr0A	340626	340685	0.0222	-0.0312	0.0942	
chr0A	340911	340970	0.1071	0.0381	0.0063	
chr0A	341090	341149	0.0902	0.0367	0.0416	
chr0A	341396	341455	0.1822	0.2062	0.1458	
chr0A	341725	341784	0.2007	0.1476	0.0387	
chr0A	34200	34259	0.021	-0.0431	-0.0386	
chr0A	342268	342327	0.0916	0.0885	0.0206	
chr0A	342514	342573	0.0513	0.0232	0.092	
chr0A	342757	342816	-0.014	-0.0682	-0.1622	
chr0A	342951	343010	0.1085	-0.0034	-0.0217	
chr0A	343322	343381	0.063	0.0522	0.0329	
chr0A	343568	343627	-0.1006	-0.0953	-0.0664	
chr0A	343816	343875	-0.0059	-0.0599	0.0041	
chr0A	344138	344197	-0.1615	-0.1373	-0.0843	
chr0A	344282	344341	-0.0597	-0.037	-0.0287	
chr0A	34435	34494	0.061	0.0245	0.1202	
chr0A	344634	344693	0.0621	-0.0373	0.0045	
chr0A	344998	345057	-0.0591	-0.1035	-0.0574	
chr0A	345316	345375	-0.0134	-0.0357	0.005	
chr0A	345690	345749	-0.1011	-0.0486	0.005	
chr0A	345977	346036	-0.1697	-0.1284	-0.1212	
chr0A	346147	346206	-0.0454	-0.0331	0.03	
chr0A	346532	346591	-0.1665	-0.1506	-0.2516	
chr0A	346779	346838	-0.2005	-0.1129	-0.1627	
chr0A	347079	347138	-0.0991	-0.0547	0.0236	
chr0A	347316	347375	-0.2055	-0.0686	-0.1169	
chr0A	347545	347604	-0.1728	-0.0933	-0.0191	
chr0A	34789	34848	0.0693	0.032	0.0784	
chr0A	347921	347980	-0.0249	0.0762	-0.021	
chr0A	348247	348306	-0.0047	-0.0739	-0.0499	
chr0A	348437	348496	-0.0398	-0.0712	0.0478	
chr0A	348753	348812	-0.168	-0.3526	-0.0095	
chr0A	349111	349170	-0.0934	-0.1353	-0.0768	
chr0A	349354	349413	-0.1208	-0.0866	-0.1049	
chr0A	349488	349547	-0.1292	-0.121	-0.0947	
chr0A	34956	35015	-0.0126	0.0172	-0.0026	
chr0A	349916	349975	0.0073	0.0077	0.0703	
chr0A	350068	350127	0.0514	0.0498	0.0092	
chr0A	350456	350515	0.0574	0.0432	0.0117	
chr0A	350661	350720	0.0554	-0.0442	-0.0674	
chr0A	351127	351186	-0.0198	0.0335	-0.0719	
chr0A	351343	351402	0.0858	0.081	-0.0017	
chr0A	351688	351747	-0.0924	-0.0967	-0.0605	
chr0A	352001	352060	0.0422	-0.0016	0.0875	
chr0A	352078	352137	0.1269	0.1294	0.0937	
chr0A	35222	35281	0.2838	0.2885	0.0623	
chr0A	352474	352533	0.1278	0.0532	0.0852	
chr0A	352767	352826	0.3025	0.1303	0.0404	
chr0A	353107	353166	0.1526	0.0385	0.0425	
chr0A	353371	353430	0.2493	0.1994	0.1152	
chr0A	353710	353769	0.2202	0.1599	0.0701	
chr0A	353947	354006	0.1206	0.0816	0.0297	
chr0A	354227	354286	-0.0325	-0.0863	-0.0782	
chr0A	354532	354591	-0.1741	-0.1605	0.0301	
chr0A	354697	354756	-0.086	-0.0831	-0.0255	
chr0A	355106	355165	0.1206	-0.0031	-0.0679	
chr0A	355273	355332	0.1135	0.0709	-0.0064	
chr0A	355604	355663	0.0804	-0.0205	-0.0557	
chr0A	355853	355912	0.1074	0.0688	0.0257	
chr0A	35609	35668	0.1186	0.1146	0.1443	
chr0A	356200	356259	0.1551	0.0322	0.0996	
chr0A	356523	356582	-0.1612	-0.1607	-0.1432	
chr0A	356766	356825	-0.0628	-0.1623	-0.1879	
chr0A	357027	357086	-0.0216	-0.0228	-0.162	
chr0A	357257	357316	-0.17	-0.2063	-0.1308	
chr0A	357619	357678	-0.1267	-0.1692	-0.0113	
chr0A	357767	357826	-0.0185	-0.0547	-0.0289	
chr0A	358100	358159	-0.1266	-0.1045	-0.0027	
chr0A	358393	358452	0.0044	-0.0161	0	
chr0A	358676	358735	-0.0379	-0.0141	-0.0619	
chr0A	358935	358994	-0.0721	-0.0287	-0.018	
chr0A	359442	359501	0.0547	0.145	-0.0792	
chr0A	35956	36015	0.2506	0.1676	0.1257	
chr0A	359659	359718	-0.07	-0.0288	-0.08	
chr0A	359928	359987	-0.181	-0.154	-0.1917	
chr0A	360237	360296	-0.0956	-0.0364	0.0182	
chr0A	360546	360605	-0.1607	-0.1961	-0.2205	
chr0A	360800	360859	-0.0667	-0.0842	-0.0392	
chr0A	361154	361213	-0.0157	0.003	0.0106	
chr0A	361325	361384	0.1025	0.1611	0.0035	
chr0A	361669	361728	-0.0489	-0.0429	0.0069	
chr0A	36214	36273	0.1364	0.0303	-0.0012	
chr0A	362151	362210	-0.0483	-0.0301	0.0027	
chr0A	362262	362321	-0.0626	-0.0527	-0.0564	
chr0A	362648	362707	0.0092	-0.0126	0.0016	
chr0A	363031	363090	0.2651	0.1786	0.0192	
chr0A	363390	363449	0.1612	0.1111	-0.0186	
