START	END	STRAND	Lelandais log2 chip-seq
284369	282249	-	0.023651268064645282
284942	287245	+	0.37851162325372983
288308	287379	-	0.13940305666541644
289326	288986	-	0.16046467219324612
291276	289675	-	0.3025627700204313
292034	293425	+	0.5467431784906659
294431	296323	+	0.2870981107242633
298907	296403	-	0.9547707460070022
299215	299850	+	0.8290138031873772
302028	300025	-	-0.3712558072509306
305615	302952	-	0.874469117916141
306241	307686	+	0.9251460053157866
308191	310194	+	0.9883181949523647
311148	310516	-	0.6580804299251717
311423	312364	+	0.5172178940853221
312825	314522	+	0.6580804299251717
316592	314724	-	0.5376567859427995
317669	317022	-	0.8000624294912481
319975	318089	-	0.18237674248856892
320697	320341	-	0.885828980080689
323206	321029	-	0.5519851782748835
323492	324064	+	1.2873896761828836
330440	324192	-	1.07231420481589
331747	332760	+	1.07231420481589
334025	332928	-	0.929610672108602
334913	336145	+	0.929610672108602
338250	336625	-	0.8974302663594522
338736	339248	+	0.6508504363776133
340058	339318	-	0.755314904045098
342586	340949	-	0.7036069972197753
348958	343595	-	1.5681867879703295
349921	349991	+	1.4608411888919686
350302	350898	+	1.5681867879703295
352706	351075	-	1.7835081801032362
354491	353289	-	1.1536796712524335
356368	355262	-	2.1137421660491884
356685	356758	+	2.1137421660491884
357675	357058	-	0.9730329523997308
358053	359267	+	0.8630643546438919
360937	359549	-	-0.03421571533791296
362296	361241	-	0.6752732717599642
363040	362690	-	0.7684086418170873
364790	363465	-	-0.12373536842224479
366246	367025	+	-0.3661278987978974
369234	367129	-	0.6040713236688608
370066	373626	+	0.6040713236688608
374717	373830	-	0.43252492600768494
376552	375335	-	0.4333493775557854
376920	377804	+	0.9608294027193223
380418	381356	+	0.5386688484472213
382371	381868	-	0.4372088802774642
383066	382689	-	1.2879807629640245
383316	384224	+	0.4372088802774642
384689	387193	+	1.2879807629640245
387624	388433	+	0.09702445439486472
389509	390966	+	1.0264722113611913
392123	391089	-	0.23629802336166614
392433	394304	+	0.19730144037361752
394922	396421	+	0.265142068795785
397039	398763	+	0.7548875021634686
399319	400203	+	0.8712666858777973
401513	402928	+	0.39301119294884496
403491	403135	-	0.7589919004962051
403855	404727	+	0.3488951424876318
405613	406368	+	0.7765617685120012
408935	406872	-	1.2496138900714722
409387	410097	+	1.2496138900714722
411127	410309	-	0.7837914502869248
413600	411498	-	1.0795672573183184
414049	415548	+	1.0935118859231445
416641	416568	-	1.1101097569176839
417753	417103	-	-0.17136841831198107
420269	418104	-	1.0654230749980487
420985	421893	+	1.395137941841139
425376	422482	-	2.0200576523412535
425740	425811	+	2.0200576523412535
426132	427307	+	2.0200576523412535
427971	431132	+	0.38332863955150565
431539	431778	+	0.5025003405291834
432398	432126	-	0.29598482763508044
434014	435159	+	-0.20461771960847186
437288	435564	-	0.10236171762967777
438157	437489	-	0.3899465183160133
438456	439238	+	0.10236171762967777
440080	447522	+	0.3899465183160133
447843	447929	+	1.3436528660420786
449353	448106	-	1.4286036285581383
450101	450020	-	1.9412325917501263
453500	454930	+	0.39334242817952486
456837	455638	-	2.073029209764102
457405	457334	-	1.603647063986083
457938	461483	+	2.073029209764102
462407	463558	+	0.8650704199138914
464211	465512	+	0.885828980080689
466450	467508	+	0.6329425296229779
468680	467712	-	0.6670167166036419
469605	469027	-	0.6349143226965087
471011	469863	-	0.4903256265830809
471224	471373	+	0.7344098892624497
471574	472164	+	0.7344098892624497
472577	475336	+	0.6573983368478877
475678	477369	+	0.302269569116894
477796	477723	-	1.0967247714617212
479412	478054	-	0.46814883573840627
480691	479807	-	0.07907157099119871
480931	482037	+	0.46317402032311394
484254	482176	-	0.3332434081151965
484621	485307	+	0.35989594508638295
485731	485802	+	1.3317091156799479
487597	486065	-	0.8164456581284613
488733	490334	+	1.0611115143033873
490639	492393	+	1.0683869749802501
491556	492359	+	0.452068230223811
492459	492531	+	1.5731853329448027
493013	492687	-	0.2569083030369522
493897	495498	+	0.593840652067609
496431	496802	+	0.25853301359885295
498243	498422	+	0.9027027986450852
499006	500337	+	0.8380814376898673
500858	504370	+	-0.35230174393088115
507604	504512	-	0.0
508364	509071	+	0.8732428577140613
509343	509861	+	0.0
512450	510087	-	0.8448809333330939
513032	513550	+	0.011874100288291726
514225	513884	-	1.6493792292169267
516034	516104	+	1.8188505608954335
517269	516301	-	1.1672947453976406
518767	518042	-	3.5163061400542137
521445	522071	+	1.4360991148066735
522559	524733	+	5.170445360344577
526083	524950	-	0.8866182005822574
526539	526862	+	0.4150374992788437
530217	527482	-	0.4739311883324123
531295	532704	+	0.4739311883324123
533235	534668	+	0.23359062794131194
536192	534849	-	0.2089468902714965
537022	536855	-	0.08880926695785596
538337	537378	-	0.40880554556732934
540639	538678	-	0.5038908900738382
541045	542340	+	0.5293701747578388
545052	542407	-	0.42113769881526164
546838	545384	-	0.4288432988038744
547259	549880	+	0.3967587655605351
550165	551436	+	0.02272007650008345
552040	554370	+	0.12305839640433802
554532	554643	+	0.8073549220576041
557355	554761	-	0.7098139879062393
557894	559723	+	0.8919402541425471
560448	562775	+	-0.08048991786036783
563388	565082	+	0.8733079950841376
566095	567564	+	0.6176286896414783
568044	568502	+	0.7606168622308515
569043	569113	+	2.036658470578848
569398	571182	+	2.036658470578848
571551	573284	+	0.28141293514864835
573888	575462	+	0.1384467699691444
575804	576767	+	0.8450253400236591
576832	576903	+	1.8004685364723643
577169	577645	+	1.8004685364723643
578043	578115	+	1.9385994553358568
578612	579634	+	1.7692197931708329
580303	579863	-	0.6814704815745026
581627	580707	-	0.618909832644494
581992	582834	+	0.6814704815745026
585093	583144	-	0.6956065644051488
588725	586395	-	0.09310940439148147
590298	590371	+	1.1292830169449664
593181	592585	-	0.4064243689741357
593556	594758	+	0.8033080889949021
595789	598827	+	0.6798216870625974
599883	599074	-	1.0290624656024627
600293	600222	-	1.1614634226941163
601040	602083	+	1.0290624656024627
602973	604301	+	0.561878887608115
607440	605107	-	0.3877301532831085
614213	608505	-	-0.3887718445850382
615364	615927	+	0.19592020997525694
616117	617181	+	0.609540523441822
621379	617453	-	0.16729474539764047
622492	622178	-	1.01435529297707
623770	625431	+	1.01435529297707
625655	625915	+	1.2205003619952395
626571	628748	+	1.1361366879860288
632859	629323	-	0.19264507794239583
634224	636926	+	0.7567288489876363
638537	638737	+	-0.14864408135513532
639883	641457	+	0.3870231231092473
643127	641982	-	-0.5849625007211563
649483	651699	+	1.0230836131130412
2344	1440	-	0.6737404697206225
6420	1440	-	0.6583835701905256
4193	2372	-	0.8139880143900511
6420	4621	-	0.6583835701905256
13227	12511	-	0.3131578852596303
21046	15452	-	0.9506119730378365
25881	28523	+	0.2630344058337938
28878	28951	+	1.5471191495764836
29668	30190	+	1.2859088720863805
30527	30336	-	0.0692626624371138
31960	33786	+	0.032180405749149724
34344	35459	+	0.2715964193372178
36770	35604	-	0.9439659650856722
43508	37236	-	0.15200309344505006
44238	47315	+	0.07747875267771746
47583	48134	+	0.22068811512419892
48402	48845	+	0.581286842577758
49574	49029	-	0.3357907482691081
49987	52497	+	0.3314508690058689
53407	52982	-	0.739183419416025
54580	54221	-	1.074767768401972
59085	55009	-	0.7742328518828956
61359	59884	-	1.0960018198773538
62338	61697	-	0.6963236096688604
65291	62802	-	0.9023892033735779
65540	66469	+	0.9392459689209037
67802	66978	-	0.5368682125201112
68404	69453	+	0.3890422907458993
71810	69744	-	0.8247160827190414
73367	72228	-	1.811338435976102
73771	73842	+	1.811338435976102
74016	79481	+	1.811338435976102
81338	80514	-	1.0074945365469241
81876	83291	+	1.187989717204304
85415	83838	-	0.5849625007211562
86371	85715	-	1.1736480874850297
86682	89627	+	0.5849625007211562
91048	89783	-	1.1006939996194731
91396	93486	+	0.8730878875177803
93982	93551	-	0.7838665691352346
94265	94906	+	0.6438561897747247
96454	95318	-	0.10433665981473553
99380	96819	-	0.4184043503772425
103346	99759	-	1.1786422185434213
104947	103874	-	0.023083613113041246
105393	105187	-	-0.15347448066171807
107362	107850	+	0.5622424242210726
108041	109279	+	1.0358770363285967
110415	109633	-	0.8119276518474283
111051	112412	+	0.5495571645899574
119454	113167	-	-0.025763096065081786
120804	122045	+	0.1340173479716874
123933	122390	-	0.2587342684001683
124599	126668	+	0.14359085362884985
127845	129146	+	0.3318435637524451
131689	129962	-	0.5901242058369351
132904	134679	+	0.5901242058369351
135312	137465	+	0.6313554062056075
138738	138109	-	0.5921222922940222
143077	139067	-	0.3977595078470083
143438	144874	+	0.2032143196525831
146399	145239	-	0.4247526541120557
148045	147353	-	0.38163434101163013
148425	148733	+	0.38163434101163013
151798	149084	-	0.5370280236574542
152413	153819	+	0.24392558288608912
154956	157367	+	0.3968901525685844
157952	158497	+	0.784271308944563
160703	164950	+	0.07463880089275592
167948	166821	-	0.7125125504416672
169681	168593	-	0.7369655941662062
171119	172738	+	0.6872125589691065
174323	172875	-	-0.510615159261075
177211	175652	-	0.6100534816839867
179961	178411	-	0.17544200640987828
182713	181154	-	0.5203904994250723
184802	183237	-	0.5322210386491828
187387	185870	-	0.4749089552562425
188277	189803	+	0.4749089552562425
190465	191754	+	0.0
193135	191834	-	1.0894350835819444
193462	194820	+	0.7596410321341032
196978	195338	-	1.7760107937292227
198540	197603	-	1.1003049057956855
200803	199494	-	1.1176950426697545
202845	201250	-	0.32610377085855563
203578	205509	+	0.8244284354165456
207187	208575	+	0.7416880044086094
209557	211014	+	0.16463070177279934
211820	211248	-	0.4525122046975067
212223	213179	+	0.40363273600659455
214039	213431	-	0.927487500215632
214299	215171	+	0.5275122285372563
215568	215768	+	0.927487500215632
215934	216734	+	0.5755021714720899
217905	218279	+	0.7641870629012304
218754	218683	-	1.3307519452743686
220883	219246	-	1.024045473966651
221829	221428	-	0.5886855867638735
222703	224817	+	0.3955413236530468
225336	226430	+	0.3096844991326151
227370	226597	-	0.45456586346548133
227701	228288	+	0.5711567011961257
229813	228740	-	-0.1292830169449665
232949	230796	-	0.5397332467281585
233714	233352	-	0.561878887608115
236580	241061	+	-0.28118175254405336
242485	241355	-	0.1062586873905573
243814	242867	-	0.12233554292405205
244814	245842	+	0.12233554292405205
245929	246038	+	0.11276793016194972
246427	248640	+	0.47846287942047755
249624	248998	-	0.7543476723944427
250010	251656	+	0.3301486016923308
251868	253325	+	0.8016712835540216
253705	254496	+	0.8241501646005823
257431	254591	-	0.46642288554575506
258685	257708	-	1.3809486086995628
260054	259023	-	0.925999418556223
260593	261195	+	0.561878887608115
261665	265276	+	0.5433615962543832
267896	265374	-	0.07400058144377678
268238	268993	+	0.2989114421623903
271300	269153	-	0.4118977917482766
272837	271722	-	0.521236903110769
273462	276254	+	0.3593280666925563
277254	278750	+	0.2630344058337938
279626	279282	-	0.15307933000438914
279860	282352	+	0.3193723899836058
283720	282560	-	0.6951454184715792
284043	284660	+	0.32192809488736235
285579	285911	+	-0.2563397532597855
288878	286341	-	1.584962500721156
288968	289040	+	1.584962500721156
290372	289401	-	1.0159415438690216
291237	292742	+	1.0159415438690216
293323	294588	+	1.0272214687350243
295320	297881	+	1.0995356735509143
298783	298037	-	0.8721251774478419
300750	299473	-	0.03813512888677098
302338	301874	-	1.152851488083371
303072	305162	+	0.6088092426755238
305985	307004	+	0.13178987255554112
307231	307160	-	1.5047921520371728
312086	307479	-	0.21501289097085052
313059	312820	-	0.7150230412855293
314509	314412	-	1.642106407824765
315140	315493	+	1.6066575718204752
315568	316038	+	1.5315232417596958
318685	316082	-	0.7026140893754292
323887	319193	-	0.35889442124130994
324988	324476	-	0.8892195692814631
325118	325798	+	0.6533494757014063
328583	326046	-	0.4895844526438977
330934	329297	-	1.642610159720972
331588	331517	-	1.642610159720972
331962	334802	+	1.642610159720972
338039	335328	-	0.6945869918956544
342099	341431	-	0.7988601278921487
345084	343351	-	0.775126589159797
348294	347116	-	0.029747343394051932
349475	350470	+	-0.2985234905524187
352994	351240	-	0.21089678249861854
354229	356043	+	-0.08671163319333085
356594	357376	+	0.9906013019977505
363242	357552	-	0.5665839714063016
364089	364859	+	0.09702445439486472
365450	366124	+	0.2373945846756947
368519	366711	-	0.20401389202159323
371422	373440	+	0.4626269577971039
374210	374980	+	0.5382142415296771
376571	377464	+	2.116514008726425
378442	383421	+	0.5563933485243854
385205	383622	-	-0.011404763272249362
386039	387946	+	0.4292513584985448
388302	389209	+	0.7884958948062882
391189	389432	-	1.6162586312106948
394380	396317	+	0.7340183101158693
398309	396810	-	1.077076223018641
398753	401083	+	0.044394119358453436
401745	402728	+	0.8643449006424336
403553	402825	-	0.0712586831698219
404636	405310	+	0.0712586831698219
406232	405705	-	-0.1456053222468993
406619	407983	+	-0.03989272712351259
408757	410127	+	0.4288432988038744
412800	414866	+	0.14117606296069418
417189	415588	-	0.4535116470934796
418800	418090	-	0.3654554704282834
421932	420184	-	0.5548604689317371
422802	424157	+	0.5548604689317371
424507	425274	+	0.9634741239748861
425583	425692	+	0.953706347726065
426679	425981	-	0.2703577466396527
427512	428360	+	0.7251401587694166
429244	430908	+	0.3025627700204313
431224	433335	+	1.1559181434484331
433710	434348	+	0.013175388747733167
434820	434608	-	0.2503233540842398
439395	440117	+	0.8602752363333868
442842	440794	-	0.07800251200127317
445412	444525	-	1.1208543948743857
446284	447573	+	0.5696957440678456
450378	447934	-	0.3042570685603068
451354	450752	-	0.14839183989267116
451626	453716	+	0.3042570685603068
454867	453839	-	1.751544059089098
455162	455233	+	1.6611980865482414
456645	456202	-	1.5145731728297582
458650	457385	-	0.25298074116987085
462038	460077	-	0.2809008266273075
462438	463712	+	0.8405217859928036
464344	465546	+	0.09412217736455002
466023	469223	+	0.33703498727757064
474031	469532	-	1.3542285867906725
476663	475578	-	0.6166713604484945
477209	478426	+	1.183345517204634
478863	480884	+	0.9215259419769152
482930	480915	-	-0.07662128160291251
484427	485002	+	0.26038968457823003
486652	485522	-	-0.2436690809668627
488786	493240	+	-0.23562824849314212
496669	493370	-	0.9638403367045816
498374	497232	-	0.12199052437861024
498733	499509	+	0.3321964303411894
500656	499556	-	0.07800251200127317
504324	501079	-	1.2542412873757876
505906	504848	-	1.736965594166206
507868	506831	-	1.1123029696247924
509315	508275	-	1.1197392442740954
510749	509715	-	0.24679376482658294
511590	511264	-	0.8942053359774031
513263	512208	-	0.5015464925335187
516790	514301	-	0.6332176693283772
521317	517463	-	0.9742369039349182
521995	522696	+	1.2334901302197785
523128	524498	+	0.9577717646107026
527587	524717	-	0.5132610353669673
528279	532259	+	0.6780719051126378
532814	535264	+	0.12029423371771174
536135	537091	+	0.44745897697122117
538577	537663	-	0.27665401512292176
539213	544144	+	0.22677086184702228
546432	545500	-	1.5266102622428637
547230	547302	+	1.6551960384238722
548965	548237	-	0.6979714625503426
551061	553724	+	1.0243841586269593
555472	553946	-	0.37736708131278884
558652	556856	-	0.19264507794239583
562625	563611	+	0.7732291381529777
566436	564034	-	0.32192809488736235
568968	567169	-	0.22068811512419892
569265	570341	+	0.31349947281678153
570755	572698	+	0.06904164442965142
573064	574713	+	0.8519013610108662
575730	574930	-	0.4340958350945284
576899	578521	+	0.11735695063815874
579790	578837	-	-0.3288364642295399
580757	584269	+	-0.3288364642295399
585439	584585	-	0.40563880127659424
587405	585960	-	0.6387337571621371
590972	588450	-	0.43609911480667357
594522	592576	-	0.4465157307520119
595299	595727	+	0.34022891163030616
596376	597611	+	0.19744606420621716
598020	599018	+	0.523561956057013
601005	599197	-	0.6303544035351705
602573	602040	-	0.6556654920643581
603704	603877	+	0.6556654920643581
606786	604945	-	0.02236781302845451
617486	611835	-	0.9929105752136806
620340	619492	-	0.2188346019232587
621926	621285	-	0.12858420606141283
622523	623017	+	0.7445388138710071
626872	623237	-	0.3334237337251918
627651	628241	+	-0.17176634826647993
629079	628636	-	0.10309349296410371
633372	634598	+	0.9098021910284219
636785	634890	-	0.1080597458574529
637212	637976	+	-0.20992306937423139
