!
!Date: 09/30/2019
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Regulator	Regulator Systematic Name	Target	Target Systematic Name	Direction	Regulation of	Happens During	Regulator Type	Direction	Regulation Of	Happens During	Method	Evidence	Strain Background	Reference
YAP1	YML007W	YLR154C-G	YLR154C-G		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YLR162W	YLR162W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YLR361C-A	YLR361C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YLR415C	YLR415C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YLR460C	YLR460C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YML039W	YML039W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YML045W	YML045W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YML053C	YML053C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YML083C	YML083C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YML100W-A	YML100W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YMR051C	YMR051C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YMR253C	YMR253C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YMR272W-B	YMR272W-B		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YMR317W	YMR317W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YNL095C	YNL095C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YNL108C	YNL108C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YNL134C	YNL134C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
YAP1	YML007W	YNL144C	YNL144C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YNL277W-A	YNL277W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YNR014W	YNR014W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOL029C	YOL029C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOL097W-A	YOL097W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOL150C	YOL150C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
YAP1	YML007W	YOL163W	YOL163W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOL166W-A	YOL166W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOR062C	YOR062C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOR225W	YOR225W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
YAP1	YML007W	YOR248W	YOR248W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YOR289W	YOR289W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOR385W	YOR385W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
YAP1	YML007W	YOX1	YML027W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YOX1	YML027W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YPL038W-A	YPL038W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YPP1	YGR198W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YPR202W	YPR202W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YPS1	YLR120C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YTP1	YNL237W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	ZEO1	YOL109W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
