Candida albicans SC5314	Candida albicans WO-1	Candida dubliniensis CD36 	Candida tropicalis MYA-3404	Candida parapsilosis CDC317	Candida orthopsilosis Co 90-125	Lodderomyces elongisporus NRLL YB-4239	Debaryomyces hansenii CBS767	Pichia stipitis Pignal	Candida tenuis NRRL Y-1498	Spathaspora passalidarum NRRL Y-27907	Candida guilliermondii ATCC 6260	Candida lusitaniae ATCC 42720	Saccharomyces cerevisiae S288C	Candida glabrata CBS138
orf19.6109	CAWG_01360	CD36_00070	---	CPAR2_109520	CORT0B10590	LELG_01447	DEHA2A13420g	PICST_63551	CANTEDRAFT_122819	SPAPADRAFT_57666	PGUG_01096	CLUG_03455	YCR084C	CAGL0E00561g
orf19.3291	CAWG_01271	CD36_00970	CTRG_04404	CPAR2_110080	CORT0B11190	LELG_05598	DEHA2B00924g	PICST_51802	CANTEDRAFT_115202	SPAPADRAFT_57792	PGUG_00048	CLUG_00020	YBR034C	CAGL0I04730g
---	---	---	---	---	---	---	---	PICST_34797	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29419	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_34802	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29444	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_4391	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29459	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29464	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29465	---	---	PGUG_01197	---	---
---	---	---	---	---	---	---	---	PICST_41374	---	---	PGUG_04607	---	---
orf19.2336	CAWG_00352	CD36_10140	---	CPAR2_210600	CORT0A09930	LELG_00717	DEHA2G14564g	---	CANTEDRAFT_98076	SPAPADRAFT_156278	PGUG_04411	---	---
---	---	---	---	---	---	---	---	PICST_29467	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_42452	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_54746	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29483	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_40466	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29486	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_66842	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29570	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_42671	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_55121	---	---	---	CLUG_05618	---	
orf19.2335	CAWG_00351	CD36_10150	CTRG_04069	CPAR2_210590	CORT0A09920	LELG_00716	DEHA2G14586g	PICST_75911	CANTEDRAFT_105583	SPAPADRAFT_62787	PGUG_04412	CLUG_01932	YHR113W	CAGL0I01298g
---	---	---	---	---	---	---	---	PICST_29591	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29596	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29627	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29635	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_42120	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_87252	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29665	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29666	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29686	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_69995	---	---	---	---	---	
orf19.2334	CAWG_00350	CD36_10160	CTRG_04070	CPAR2_210580	CORT0A09910	LELG_00715	DEHA2G14542g	PICST_30296	CANTEDRAFT_114119	SPAPADRAFT_62789	PGUG_04410	CLUG_01933	YHR101C	CAGL0L11528g
---	---	---	---	---	---	---	---	PICST_29704	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_66897	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29712	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_34974	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_40413	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29755	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_54822	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29797	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29806	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_29817	---	---	---	---	---	
orf19.3294	CAWG_01268	CD36_01000	CTRG_04407	CPAR2_110110	CORT0B11220	LELG_05601	DEHA2B01012g	PICST_69049	CANTEDRAFT_115829	SPAPADRAFT_57787	PGUG_00051	CLUG_00023	YOR298C-A	CAGL0M04983g
orf19.2333	CAWG_00349	CD36_10170	CTRG_04071	CPAR2_210570	CORT0A09900	LELG_00714	DEHA2G14520g	PICST_70688	CANTEDRAFT_114120	SPAPADRAFT_142394	PGUG_04409	CLUG_01934	YHR009C	CAGL0E04378g
---	---	---	---	---	---	---	---	PICST_29818	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29819	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29827	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29882	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29917	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_75931	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29945	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_54648	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29954	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29964	---	---	---	---	---
orf19.2332	CAWG_00348	CD36_10180	CTRG_04072	CPAR2_210560	CORT0A09890	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_29969	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_30010	---	---	PGUG_04845	---	---
---	---	---	---	---	---	---	---	PICST_35133	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_56402	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_30028	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_30035	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67034	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30070	---	SPAPADRAFT_51635	---	---	---	
---	---	---	---	---	---	---	---	PICST_30072	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_65263	---	---	---	---	---	
orf19.2331	CAWG_00347	CD36_10190	CTRG_04073	CPAR2_210550	CORT0A09880	LELG_00713	DEHA2G14454g	PICST_55798	CANTEDRAFT_104789	SPAPADRAFT_62780	PGUG_04407	CLUG_01935	YDR448W	CAGL0K06193g
---	---	---	---	---	---	---	---	PICST_30119	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30164	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30179	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30187	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30188	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30195	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30203	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67084	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30214	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30342	---	---	---	---	---	
orf19.2329.1	CAWG_00346	CD36_10200	---	CPAR2_210540	CORT0A09870	LELG_00712	DEHA2G14476g	PICST_76215	CANTEDRAFT_114123	SPAPADRAFT_62795	PGUG_04408	clus_CGOB_00012	YDR447C	CAGL0K06149g
---	---	---	---	---	---	---	---	PICST_41353	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_54022	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_55800	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_3529	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30411	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30412	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_41479	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44235	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_56902	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57936	---	---	---	---	---	
orf19.2330	CAWG_00345	CD36_10210	CTRG_04074	CPAR2_210520	CORT0A09850	LELG_00711	DEHA2G14410g	PICST_70712	CANTEDRAFT_114132	SPAPADRAFT_62798	PGUG_04405	CLUG_01937	YDR449C	CAGL0K06215g
---	---	---	---	---	---	---	---	PICST_43205	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30440	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_9461	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44239	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30480	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30484	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67211	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67215	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57768	CANTEDRAFT_117814	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67220	---	---	---	---	---	
orf19.2328	CAWG_00344	CD36_10220	CTRG_04075	CPAR2_210530	CORT0A09860	---	DEHA2G14432g	psti_CGOB_00043	CANTEDRAFT_105553	SPAPADRAFT_56842	PGUG_04406	CLUG_01936	---	
---	---	---	---	---	---	---	---	PICST_30566	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_56580	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30643	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30663	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30682	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30683	CANTEDRAFT_136883	---	PGUG_04623	---	YLR278C	CAGL0G09757g
---	---	---	---	---	---	---	---	PICST_57042	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30685	CANTEDRAFT_109310	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44044	CANTEDRAFT_109342	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_43525	CANTEDRAFT_115169	---	---	---	---	
orf19.2326	CAWG_00343	CD36_10230	CTRG_04077	CPAR2_803340	CORT0A03360	LELG_00400	DEHA2G14652g	PICST_30300	CANTEDRAFT_134665	SPAPADRAFT_62785	PGUG_04414	CLUG_03532	YDR363W	CAGL0A02706g
---	---	---	---	---	---	---	---	PICST_30705	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30756	CANTEDRAFT_137258	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57236	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30764	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30765	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_43263	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57505	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30770	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30771	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58065	CANTEDRAFT_116093	SPAPADRAFT_137141	---	---	---	
orf19.2325	CAWG_00342	CD36_10240	CTRG_04078	CPAR2_803330	CORT0A03350	LELG_00399	DEHA2G14674g	PICST_42499	CANTEDRAFT_98073	SPAPADRAFT_142526	PGUG_04416.1	CLUG_03531	YDR362C	CAGL0A02695g
---	---	---	---	---	---	---	---	PICST_30871	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30899	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30900	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30920	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_56924	CANTEDRAFT_114803	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30948	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_56762	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30958	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30978	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30979	---	---	---	---	---	
orf19.2324	CAWG_00341	CD36_10250	CTRG_04079	CPAR2_803320	CORT0A03340	LELG_00398	DEHA2G14696g	PICST_81395	CANTEDRAFT_105638	SPAPADRAFT_142735	PGUG_04417	CLUG_03530	YHR111W	CAGL0I01254g
---	---	---	---	---	---	---	---	PICST_30981	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_30986	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57883	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31009	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_42941	---	---	PGUG_00215	---	---	
---	---	---	---	---	---	---	---	PICST_31015	---	---	---	CLUG_00541	---	
---	---	---	---	---	---	---	---	PICST_31024	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31025	---	---	PGUG_01121	CLUG_05403	---	
---	---	---	---	---	---	---	---	PICST_31032	CANTEDRAFT_113590	---	---	CLUG_05613	---	
---	---	---	---	---	---	---	---	PICST_31033	CANTEDRAFT_134125	---	PGUG_01664	CLUG_05612	---	
orf19.2322.3	CAWG_00340	CD36_10260	---	CPAR2_803310	CORT0A03330	LELG_00397	DEHA2G14718g	PICST_70834	CANTEDRAFT_114117	SPAPADRAFT_62783	---	CLUG_01926	YHR110W	CAGL0I01232g
---	---	---	---	---	---	---	---	PICST_43564	CANTEDRAFT_134127	---	---	CLUG_05615	---	
---	---	---	---	---	---	---	---	PICST_31037	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31041	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57358	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31059	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_88760	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_42853	CANTEDRAFT_135029	---	PGUG_05646	CLUG_03433	YJR098C	CAGL0C04587g
---	---	---	---	---	---	---	---	PICST_43639	---	---	---	---	YLR162W-A	
---	---	---	---	---	---	---	---	PICST_57317	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_56758	---	---	---	---	---	
orf19.3295	CAWG_01267	CD36_01010	CTRG_04408	CPAR2_110120	CORT0B11230	LELG_01383	DEHA2D14520g	PICST_28281	CANTEDRAFT_134584	SPAPADRAFT_47807	PGUG_00532	CLUG_01436	---	
orf19.2320	CAWG_00339	CD36_10270	CTRG_04080	CPAR2_803300	CORT0A03320	LELG_00396	DEHA2G15048g	PICST_82126	CANTEDRAFT_122167	SPAPADRAFT_141788	PGUG_04421	CLUG_01930	YOR119C	CAGL0L11594g
---	---	---	---	---	---	---	---	PICST_71375	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31085	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31086	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_77241	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44246	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_56638	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_35725	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_43720	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_57167	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58067	---	---	---	---	---	
orf19.2318.1	CAWG_00338	CD36_10280	---	CPAR2_803290	CORT0A03310	LELG_00395	DEHA2G15070g	PICST_70819	CANTEDRAFT_122169	SPAPADRAFT_68109	PGUG_04420	CLUG_01929	YDR367W	CAGL0A02794g
---	---	---	---	---	---	---	---	PICST_57210	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31126	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31127	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31128	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31130	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31131	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31132	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_35732	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58946	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_59125	---	---	---	---	---	
orf19.2319	CAWG_00337	CD36_10290	CTRG_04082	CPAR2_803270	CORT0A03290	LELG_00393	DEHA2G14762g	PICST_16270	---	SPAPADRAFT_52069	PGUG_04418	CLUG_01927	YDR365C	CAGL0L11638g
---	---	---	---	---	---	---	---	PICST_45857	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31157	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31173	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31183	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_83452	---	SPAPADRAFT_62586	---	---	---	
---	---	---	---	---	---	---	---	PICST_31226	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_45900	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31232	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31237	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_59269	---	---	---	---	---	
orf19.2317	CAWG_00336	CD36_10300	CTRG_04083	---	---	---	---	PICST_30308	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31239	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_35799	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31253	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58181	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_72018	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_59685	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44456	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44614	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31316	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31353	---	---	---	---	---	
orf19.2315	CAWG_00335	CD36_10310	CTRG_04084	CPAR2_804160	CORT0A04250	LELG_00392	DEHA2G15026g	PICST_30309	CANTEDRAFT_122165	SPAPADRAFT_52067	PGUG_04425	CLUG_01931	YBL103C	CAGL0M09405g
---	---	---	---	---	---	---	---	PICST_67534	CANTEDRAFT_115438	---	PGUG_00021	---	---	
---	---	---	---	---	---	---	---	PICST_31430	---	---	PGUG_00060	CLUG_01849	---	
---	---	---	---	---	---	---	---	PICST_31442	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44613	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31454	---	---	---	---	YBR045C	CAGL0H09922g
---	---	---	---	---	---	---	---	PICST_31458	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58818	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44547	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31485	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_72069	---	---	---	---	---	
orf19.2314	CAWG_00334	CD36_10320	CTRG_04086	CPAR2_212540	CORT0A11855	LELG_01063	DEHA2G11858g	PICST_34189	CANTEDRAFT_116362	SPAPADRAFT_58485	---	CLUG_05067	YGL029W	CAGL0E02937g
---	---	---	---	---	---	---	---	PICST_31498	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58441	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_45036	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31515	CANTEDRAFT_93171	---	PGUG_01665	---	---	
---	---	---	---	---	---	---	---	PICST_31520	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31529	---	---	PGUG_02322	CLUG_04228	---	
---	---	---	---	---	---	---	---	PICST_31542	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_17868	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67602	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67610	---	---	---	---	---	
orf19.2313	CAWG_00333	CD36_10330	CTRG_04087	CPAR2_212530	CORT0A11850	LELG_01064	DEHA2G11880g	PICST_52187	CANTEDRAFT_116361	SPAPADRAFT_146330	---	CLUG_05068	YBR168W	CAGL0M06061g
---	---	---	---	---	---	---	---	PICST_31613	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31634	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31676	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31695	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31696	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58858	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_44736	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_58869	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31744	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31745	---	---	---	---	---	
orf19.2312	CAWG_00332	CD36_10340	CTRG_04088	---	---	---	---	PICST_51834	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_45104	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31787	---	---	---	CLUG_02274	---	
---	---	---	---	---	---	---	---	PICST_58479	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67712	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31809	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_31825	---	---	---	CLUG_04071	---
---	---	---	---	---	---	---	---	PICST_27983	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_1541	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_31831	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_67724	---	---	---	---	---
orf19.2311	CAWG_00331	CD36_10350	CTRG_04089	CPAR2_209350	CORT0A08620	LELG_00772	---	PICST_26963	---	SPAPADRAFT_58482	---	---	---
---	---	---	---	---	---	---	---	PICST_31835	---	---	PGUG_04601	---	---
---	---	---	---	---	---	---	---	PICST_36132	CANTEDRAFT_137323	---	PGUG_04600	---	---
---	---	---	---	---	---	---	---	PICST_89671	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_31838	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_60352	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_78232	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_60847	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_60062	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_67734	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_46030	---	---	---	---	---	
orf19.2310.1	CAWG_00330	---	CTRG_04090	CPAR2_209360	CORT0A08630	LELG_00771	DEHA2B15224g	PICST_23872	CANTEDRAFT_116545	SPAPADRAFT_58478	PGUG_02332	CLUG_02498	YFR032C-A	CAGL0D05214g
---	---	---	---	---	---	---	---	PICST_167	---	---	PGUG_04200	CLUG_05729	---	
---	---	---	---	---	---	---	---	PICST_67775	---	---	PGUG_02662	---	---	
---	---	---	---	---	---	---	---	PICST_31956	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31958	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31966	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_31980	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_46395	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_59900	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32027	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32028	---	---	---	---	---	
orf19.3296	CAWG_01266	CD36_01020	CTRG_04409	CPAR2_110130	CORT0B11240	LELG_01385.1	DEHA2D14542g	PICST_37589	CANTEDRAFT_93515	SPAPADRAFT_47806	PGUG_00533	CLUG_01437	---	
orf19.2310	CAWG_00329	CD36_10360	---	CPAR2_209370	CORT0A08640	LELG_00770	DEHA2B15246g	PICST_28310	CANTEDRAFT_94963	SPAPADRAFT_132083	---	CLUG_02497	YFR032C	CAGL0D05236g
---	---	---	---	---	---	---	---	PICST_32085	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32086	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32113	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32114	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32122	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32142	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32181	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32185	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32205	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32218	---	---	---	---	---
orf19.2309.2	CAWG_00328	CD36_10370	---	CPAR2_209380	CORT0A08650	LELG_00769	DEHA2B15268g	PICST_28309	CANTEDRAFT_115525	SPAPADRAFT_146321	---	---	YFR031C-A
---	---	---	---	---	---	---	---	PICST_32251	---	---	PGUG_03849	---	---
---	---	---	---	---	---	---	---	PICST_46510	CANTEDRAFT_112355	SPAPADRAFT_150500	---	---	---
---	---	---	---	---	---	---	---	PICST_32265	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32277	CANTEDRAFT_116078	---	PGUG_05193	---	---
---	---	---	---	---	---	---	---	PICST_32278	CANTEDRAFT_94961	---	PGUG_05194	---	---
---	---	---	---	---	---	---	---	PICST_47021	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_32285	---	---	---	---	---
---	---	---	---	---	---	---	---	PICST_67905	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_67906	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_47116	---	---	---	---	---	
orf19.2309	CAWG_00327	CD36_10380	CTRG_04091	CPAR2_209390	CORT0A08660	LELG_00766	DEHA2B15598g	PICST_28308	CANTEDRAFT_91731	SPAPADRAFT_64415	PGUG_02317	CLUG_02714	YOR017W	CAGL0F01331g
---	---	---	---	---	---	---	---	PICST_60759	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32359	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_60166	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_19389	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32384	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32401	---	---	---	---	---	
---	---	---	---	---	---	---	---	PICST_32413	---	---	---	---	---	
